image_path,xmin,ymin,xmax,ymax,label
valparaiso_frame1620_jpg.rf.NyKKF4Z4KPQs6cnIE0US.jpg,959,221,980,246,car
valparaiso_frame1620_jpg.rf.NyKKF4Z4KPQs6cnIE0US.jpg,323,353,346,400,car
valparaiso_frame1620_jpg.rf.NyKKF4Z4KPQs6cnIE0US.jpg,68,470,107,499,car
valparaiso_frame1620_jpg.rf.NyKKF4Z4KPQs6cnIE0US.jpg,389,191,425,219,car
valparaiso_frame1620_jpg.rf.NyKKF4Z4KPQs6cnIE0US.jpg,945,334,980,367,car
valparaiso_frame1620_jpg.rf.NyKKF4Z4KPQs6cnIE0US.jpg,411,618,452,653,car
valparaiso_frame1620_jpg.rf.NyKKF4Z4KPQs6cnIE0US.jpg,568,601,610,627,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,923,418,950,460,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1255,670,1293,692,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,945,1042,970,1068,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,622,307,654,340,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,22,499,43,555,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,166,624,194,643,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,926,311,965,338,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1219,32,1239,89,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1467,979,1486,1025,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1397,939,1431,964,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,52,716,83,742,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,493,281,530,318,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1272,671,1302,692,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1288,491,1308,534,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,689,64,711,118,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,158,703,189,726,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,930,368,957,410,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1656,556,1691,581,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,884,340,913,385,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,597,318,634,347,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,983,864,1011,893,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1519,760,1536,816,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,895,293,929,322,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,149,701,176,725,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,665,290,705,316,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,759,1029,812,1057,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,902,914,946,935,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1186,743,1207,790,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,450,564,471,608,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,182,623,208,647,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,537,258,567,291,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1281,101,1301,145,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1707,544,1744,573,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,916,374,947,406,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,393,775,413,814,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1658,625,1683,649,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,944,319,978,343,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1521,883,1538,931,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1523,1029,1545,1068,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,98,705,133,736,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,574,91,596,146,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,565,18,586,60,car
gmaps033_jpg.rf.CGrcaDuBNcGJLgxDjkKm.jpg,1106,518,1124,555,car
valparaiso_frame360_jpg.rf.O8X2De0dKpUXMcxmk1IQ.jpg,383,611,416,639,car
valparaiso_frame360_jpg.rf.O8X2De0dKpUXMcxmk1IQ.jpg,730,565,748,598,car
valparaiso_frame360_jpg.rf.O8X2De0dKpUXMcxmk1IQ.jpg,307,431,332,475,car
valparaiso_frame360_jpg.rf.O8X2De0dKpUXMcxmk1IQ.jpg,870,191,902,214,car
valparaiso_frame360_jpg.rf.O8X2De0dKpUXMcxmk1IQ.jpg,318,277,345,318,car
valparaiso_frame360_jpg.rf.O8X2De0dKpUXMcxmk1IQ.jpg,213,464,250,487,car
valparaiso_frame360_jpg.rf.O8X2De0dKpUXMcxmk1IQ.jpg,384,61,411,100,car
valparaiso_frame360_jpg.rf.O8X2De0dKpUXMcxmk1IQ.jpg,674,481,712,518,car
valparaiso_frame360_jpg.rf.O8X2De0dKpUXMcxmk1IQ.jpg,436,628,478,662,car
valparaiso_frame360_jpg.rf.O8X2De0dKpUXMcxmk1IQ.jpg,933,309,970,337,car
valparaiso_frame360_jpg.rf.O8X2De0dKpUXMcxmk1IQ.jpg,545,612,584,642,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,62,375,141,414,2
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,646,583,667,604,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,568,528,598,547,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,578,533,606,550,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,481,6,513,41,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,747,446,769,477,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,515,487,547,512,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,761,263,789,286,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,429,414,453,434,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,216,344,248,363,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,250,401,280,422,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,353,438,378,458,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,1255,240,1280,267,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,755,311,786,339,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,449,462,478,480,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,393,386,426,404,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,1066,268,1097,296,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,743,569,767,610,car
traffic_frame6300_jpg.rf.O8lHFRi2scUJetVCVra8.jpg,346,353,379,372,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,500,430,524,455,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,807,249,825,276,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,287,438,304,459,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,509,556,521,586,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,989,254,1011,270,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,837,196,866,212,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,766,178,786,192,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,708,480,732,496,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,500,107,518,145,light
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,448,176,481,214,light
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,333,468,361,495,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,440,467,469,479,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,513,514,530,536,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,638,591,652,615,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,628,348,640,370,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,511,155,532,170,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,540,160,562,172,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,819,173,845,189,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,963,136,984,151,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,1047,202,1099,218,hgv
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,1176,209,1200,221,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,879,212,906,225,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,955,224,982,234,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,463,252,477,278,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,461,325,473,349,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,463,386,481,410,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,1051,536,1066,565,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,1024,538,1037,560,car
freewayround_frame60_jpg.rf.CeoWBe7JY968QOyni7x9.jpg,1007,545,1021,567,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,760,718,803,743,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,57,812,98,895,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1413,925,1436,980,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1733,213,1755,245,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,399,25,430,49,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,831,1012,860,1061,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1654,1002,1711,1049,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,84,665,103,706,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1453,934,1479,977,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1076,1009,1101,1032,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1614,840,1641,874,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,49,520,86,545,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,968,954,994,982,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1059,849,1085,887,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,874,791,910,834,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,150,643,171,684,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1660,977,1717,1052,2
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,349,0,384,22,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1632,1001,1656,1053,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1262,506,1311,535,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,784,987,803,1039,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,282,376,320,398,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1432,791,1452,819,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,962,1018,995,1067,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,908,469,959,492,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,744,898,762,933,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1717,86,1745,148,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,276,373,308,393,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1345,889,1364,950,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1169,552,1200,574,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,114,1001,135,1060,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,937,663,965,693,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,607,699,643,725,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1423,920,1447,975,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1271,891,1289,939,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,946,610,983,638,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,956,903,988,932,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,179,709,200,746,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1047,552,1088,585,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1596,901,1624,945,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,595,220,633,246,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1404,485,1443,510,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1400,1031,1431,1057,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,1070,453,1100,477,car
gmaps038_jpg.rf.nVA9DtirYrhAmzf9oKIu.jpg,788,774,822,799,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,431,417,455,435,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,312,432,347,451,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,321,350,361,372,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,562,456,598,484,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,1226,244,1251,261,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,763,263,791,286,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,768,414,792,447,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,97,339,124,357,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,657,586,680,614,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,437,465,463,484,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,176,345,222,371,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,8,377,32,392,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,688,637,709,675,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,17,336,50,358,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,139,394,168,412,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,838,331,878,369,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,917,299,946,325,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,676,499,716,530,car
traffic_frame3450_jpg.rf.q51VBCFQJu8GWxQlgRYZ.jpg,547,259,578,280,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,463,0,521,47,2
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,268,671,291,704,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,428,407,451,429,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,1216,245,1245,268,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,666,609,693,650,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,109,383,144,404,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,460,0,522,53,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,612,550,638,573,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,483,295,515,335,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,646,573,669,600,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,809,358,838,393,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,478,468,510,495,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,386,442,417,465,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,628,227,658,250,car
traffic_frame4500_jpg.rf.JAZ7cDtKj9epyGSCNyH7.jpg,934,288,972,317,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,182,359,208,380,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,587,535,615,556,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,20,373,46,385,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,331,378,381,405,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,562,129,615,199,2
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,643,579,673,614,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,523,501,548,522,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,757,261,786,285,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,772,432,792,458,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,150,391,183,413,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,191,359,229,386,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,822,335,856,366,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,8,336,43,356,car
traffic_frame4800_jpg.rf.pb9Qu5UDgBI3rsoYq5vO.jpg,303,422,340,446,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,689,631,705,666,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,1132,224,1162,243,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,715,697,739,720,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,616,552,640,578,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,743,235,779,251,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,431,416,457,437,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,186,349,219,368,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,649,578,672,609,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,763,261,787,285,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,1216,243,1240,264,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,755,234,790,254,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,603,508,630,531,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,524,168,541,193,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,1033,268,1060,292,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,659,233,710,256,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,514,490,545,513,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,794,366,827,402,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,1096,264,1133,284,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,388,452,417,471,car
traffic_frame900_jpg.rf.NvFDkV5D9An3jisj0tqr.jpg,677,496,710,520,car
valparaiso_frame4410_jpg.rf.McjsKAUaJX6R69F988eu.jpg,0,686,58,720,2
valparaiso_frame4410_jpg.rf.McjsKAUaJX6R69F988eu.jpg,138,421,170,438,car
valparaiso_frame4410_jpg.rf.McjsKAUaJX6R69F988eu.jpg,881,348,913,379,car
valparaiso_frame4410_jpg.rf.McjsKAUaJX6R69F988eu.jpg,270,480,309,515,car
valparaiso_frame4410_jpg.rf.McjsKAUaJX6R69F988eu.jpg,681,675,724,708,car
valparaiso_frame4410_jpg.rf.McjsKAUaJX6R69F988eu.jpg,304,229,338,268,car
valparaiso_frame4410_jpg.rf.McjsKAUaJX6R69F988eu.jpg,696,125,726,147,car
valparaiso_frame4410_jpg.rf.McjsKAUaJX6R69F988eu.jpg,400,500,444,538,car
valparaiso_frame4410_jpg.rf.McjsKAUaJX6R69F988eu.jpg,302,451,349,486,car
valparaiso_frame4410_jpg.rf.McjsKAUaJX6R69F988eu.jpg,0,668,92,720,2
valparaiso_frame4410_jpg.rf.McjsKAUaJX6R69F988eu.jpg,881,334,932,379,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,932,286,983,323,2
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,56,373,108,404,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,62,376,95,397,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,853,314,904,352,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,763,263,787,284,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,933,289,984,321,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,1067,265,1091,292,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,551,101,585,147,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,761,337,789,410,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,372,440,411,464,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,680,226,717,247,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,599,509,633,535,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,481,10,522,52,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,588,242,624,268,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,1001,280,1031,300,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,97,334,139,360,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,1141,256,1172,281,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,636,257,667,276,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,872,316,906,344,car
traffic_frame7050_jpg.rf.NkYpAzBhEEmk3sJSZKR2.jpg,826,335,866,372,car
swindon_frame1320_jpg.rf.LavzFHZaAzpVkXr2iq6O.jpg,450,636,462,662,car
swindon_frame1320_jpg.rf.LavzFHZaAzpVkXr2iq6O.jpg,452,645,465,673,car
swindon_frame1320_jpg.rf.LavzFHZaAzpVkXr2iq6O.jpg,548,584,566,607,car
swindon_frame1320_jpg.rf.LavzFHZaAzpVkXr2iq6O.jpg,557,583,579,605,car
swindon_frame1320_jpg.rf.LavzFHZaAzpVkXr2iq6O.jpg,346,602,357,614,car
swindon_frame1320_jpg.rf.LavzFHZaAzpVkXr2iq6O.jpg,702,580,724,596,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,0,8,34,36,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,787,481,808,519,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,35,624,55,645,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,529,8,565,38,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,774,415,800,440,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,0,645,67,707,2
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,377,509,414,537,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,773,404,811,437,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,332,227,371,257,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,693,181,731,208,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,230,285,267,313,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,401,87,425,123,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,661,124,701,151,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,734,560,753,596,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,750,648,775,683,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,248,463,283,488,car
valparaiso_frame450_jpg.rf.MnUhbDbNyZQQeJmGkmyA.jpg,366,500,404,535,car
brookhill_frame0_jpg.rf.NZNtYxR1S2v0N3NEOGGA.jpg,613,583,647,603,car
brookhill_frame0_jpg.rf.NZNtYxR1S2v0N3NEOGGA.jpg,225,227,262,243,car
brookhill_frame0_jpg.rf.NZNtYxR1S2v0N3NEOGGA.jpg,272,227,314,243,car
brookhill_frame0_jpg.rf.NZNtYxR1S2v0N3NEOGGA.jpg,323,205,363,221,car
brookhill_frame0_jpg.rf.NZNtYxR1S2v0N3NEOGGA.jpg,389,198,422,216,car
